image_center,image_left,image_right,direction,acceleration,brake,speed
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_25_986.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_25_986.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_25_986.jpg,0,0,0,9.286358E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_055.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_055.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_055.jpg,0,0,0,3.543884E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_135.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_135.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_135.jpg,0,0,0,7.891876E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_218.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_218.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_218.jpg,-0.01802691,0,0,7.72018E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_288.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_288.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_288.jpg,-0.01802691,0,0,1.270917E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_373.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_373.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_373.jpg,-0.01802691,0,0,4.924158E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_457.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_457.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_457.jpg,-0.01919107,0,0,1.460297E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_537.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_537.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_537.jpg,-0.02186279,0,0,6.324039E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_625.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_625.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_625.jpg,-0.02186279,0,0,2.854865E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_715.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_715.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_715.jpg,-0.02186279,0,0,5.127769E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_791.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_791.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_791.jpg,-0.02186279,0,0,5.295408E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_859.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_859.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_859.jpg,-0.02186279,0,0,9.153646E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_26_940.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_26_940.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_26_940.jpg,-0.02186279,0,0,7.873804E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_028.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_028.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_028.jpg,-0.02363963,0,0,9.221442E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_112.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_112.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_112.jpg,-0.02851706,0,0,6.05671E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_200.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_200.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_200.jpg,-0.03833331,0,0,1.596967E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_285.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_285.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_285.jpg,-0.04182596,0,0,1.358702E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_369.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_369.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_369.jpg,-0.05422794,0,0,1.543259E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_460.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_460.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_460.jpg,-0.06435044,0,0,1.75623E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_539.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_539.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_539.jpg,-0.06724261,0,0,1.510189E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_621.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_621.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_621.jpg,-0.07087007,0,0,2.082032E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_690.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_690.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_690.jpg,-0.08066173,0,0,6.511311E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_771.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_771.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_771.jpg,-0.09265926,0,0,7.550211E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_855.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_855.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_855.jpg,-0.1121324,0,0,1.423068E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_27_937.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_27_937.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_27_937.jpg,-0.1333333,0,0,2.346702E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_013.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_013.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_013.jpg,-0.1338847,0,0,1.727171E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_080.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_080.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_080.jpg,-0.1349755,0,0,1.118393E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_166.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_166.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_166.jpg,-0.1355147,0,0,5.636749E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_234.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_234.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_234.jpg,-0.1357844,0,0,9.225178E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_308.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_308.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_308.jpg,-0.1366053,0,0,7.1826E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_390.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_390.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_390.jpg,-0.1424876,0,0,6.081773E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_476.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_476.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_476.jpg,-0.1469362,0,0,2.063348E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_543.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_543.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_543.jpg,-0.1488481,0,0,6.934088E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_611.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_611.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_611.jpg,-0.1510661,0,0,4.827834E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_701.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_701.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_701.jpg,-0.1510661,0,0,1.429652E-05
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_789.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_789.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_789.jpg,-0.1510661,0,0,4.588226E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_858.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_858.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_858.jpg,-0.1510661,0,0,6.515749E-06
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_28_942.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_28_942.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_28_942.jpg,-0.1510661,0,0,9.992849E-07
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_018.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_018.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_018.jpg,-0.1510661,0,0,8.497998E-07
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_113.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_113.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_113.jpg,-0.1510661,0.2037266,0,0.09007115
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_201.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_201.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_201.jpg,-0.1510661,0.4824568,0,0.5178084
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_283.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_283.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_283.jpg,-0.1510661,0.7351738,0,1.097187
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_350.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_350.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_350.jpg,-0.1510661,0.6690241,0,1.785458
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_418.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_418.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_418.jpg,-0.1510661,0.4482329,0,2.098251
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_505.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_505.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_505.jpg,-0.1510661,0.186882,0,2.423074
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_591.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_591.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_591.jpg,-0.1510661,0,0,2.473219
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_662.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_662.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_662.jpg,-0.1510661,0,0,2.453379
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_756.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_756.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_756.jpg,-0.1568383,0,0,2.433617
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_840.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_840.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_840.jpg,-0.171973,0,0,2.413792
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_29_929.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_29_929.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_29_929.jpg,-0.2136029,0.1252019,0,2.453144
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_30_021.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_30_021.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_30_021.jpg,-0.2442769,0.401757,0,2.666015
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_30_091.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_30_091.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_30_091.jpg,-0.2463357,0.6114811,0,3.163932
/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/center_2019_06_16_14_35_30_174.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/left_2019_06_16_14_35_30_174.jpg,/Users/AnizetThomas/PycharmProjects/Car_self_driving/Training_data/Data_2/IMG/right_2019_06_16_14_35_30_174.jpg,-0.2463357,0.5937241,0,3.785837
